SITE,DATE,EffTP,EffQ
ROGERS,2014-05-01,0.14,9.1
ROGERS,2014-05-02,NA,8.8
ROGERS,2014-05-03,NA,8.9
ROGERS,2014-05-04,0.14,8.7
ROGERS,2014-05-05,0.18,9.2
ROGERS,2014-05-06,0.17,9.0
ROGERS,2014-05-07,0.18,9.0
ROGERS,2014-05-08,0.16,15.9
ROGERS,2014-05-09,NA,13.4
ROGERS,2014-05-10,NA,11.2
ROGERS,2014-05-11,0.19,10.0
ROGERS,2014-05-12,0.14,16.7
ROGERS,2014-05-13,0.13,16.2
ROGERS,2014-05-14,0.14,16.3
ROGERS,2014-05-15,0.15,9.1
ROGERS,2014-05-16,NA,12.5
ROGERS,2014-05-17,NA,12.4
ROGERS,2014-05-18,0.16,11.5
ROGERS,2014-05-19,0.17,11.3
ROGERS,2014-05-20,0.26,11.0
ROGERS,2014-05-21,0.18,10.9
ROGERS,2014-05-22,0.28,11.2
ROGERS,2014-05-23,NA,10.8
ROGERS,2014-05-24,NA,10.8
ROGERS,2014-05-25,NA,12.2
ROGERS,2014-05-26,0.14,12.8
ROGERS,2014-05-27,0.11,12.8
ROGERS,2014-05-28,0.13,11.8
ROGERS,2014-05-29,0.17,11.3
ROGERS,2014-05-30,NA,11.3
ROGERS,2014-05-31,NA,11.8
ROGERS,2014-06-01,0.16,11.6
ROGERS,2014-06-02,0.13,17.9
ROGERS,2014-06-03,0.17,13.9
ROGERS,2014-06-04,0.21,12.8
ROGERS,2014-06-05,0.21,13.3
ROGERS,2014-06-06,NA,12.3
ROGERS,2014-06-07,NA,11.5
ROGERS,2014-06-08,0.20,12.1
ROGERS,2014-06-09,0.18,12.8
ROGERS,2014-06-10,0.19,14.1
ROGERS,2014-06-11,0.30,13.5
ROGERS,2014-06-12,0.20,11.8
ROGERS,2014-06-13,NA,10.1
ROGERS,2014-06-14,NA,10.5
ROGERS,2014-06-15,0.27,13.9
ROGERS,2014-06-16,0.17,11.4
ROGERS,2014-06-17,0.29,12.1
ROGERS,2014-06-18,0.36,10.7
ROGERS,2014-06-19,0.28,10.3
ROGERS,2014-06-20,NA,10.5
ROGERS,2014-06-21,NA,9.7
ROGERS,2014-06-22,0.24,9.1
ROGERS,2014-06-23,0.34,14.0
ROGERS,2014-06-24,0.26,14.1
ROGERS,2014-06-25,0.23,14.8
ROGERS,2014-06-26,0.22,13.7
ROGERS,2014-06-27,NA,11.8
ROGERS,2014-06-28,NA,13.9
ROGERS,2014-06-29,0.24,12.4
ROGERS,2014-06-30,0.26,12.4
ROGERS,2014-07-01,0.28,10.8
ROGERS,2014-07-02,0.29,10.1
ROGERS,2014-07-03,NA,9.7
ROGERS,2014-07-04,NA,9.2
ROGERS,2014-07-05,NA,9.3
ROGERS,2014-07-06,0.31,9.7
ROGERS,2014-07-07,0.36,9.8
ROGERS,2014-07-08,0.31,9.1
ROGERS,2014-07-09,0.10,9.1
ROGERS,2014-07-10,0.24,9.6
ROGERS,2014-07-11,NA,9.6
ROGERS,2014-07-12,NA,9.6
ROGERS,2014-07-13,0.31,9.5
ROGERS,2014-07-14,0.33,9.2
ROGERS,2014-07-15,0.29,8.6
ROGERS,2014-07-16,0.29,9.0
ROGERS,2014-07-17,0.32,9.0
ROGERS,2014-07-18,NA,8.8
ROGERS,2014-07-19,NA,8.6
ROGERS,2014-07-20,0.28,8.4
ROGERS,2014-07-21,0.26,8.2
ROGERS,2014-07-22,0.32,8.5
ROGERS,2014-07-23,0.32,8.4
ROGERS,2014-07-24,0.33,8.6
ROGERS,2014-07-25,NA,8.4
ROGERS,2014-07-26,NA,8.6
ROGERS,2014-07-27,0.30,8.7
ROGERS,2014-07-28,0.29,7.9
ROGERS,2014-07-29,0.29,8.1
ROGERS,2014-07-30,0.30,12.9
ROGERS,2014-07-31,0.27,10.3
ROGERS,2014-08-01,NA,10.3
ROGERS,2014-08-02,NA,9.5
ROGERS,2014-08-03,0.26,9.4
ROGERS,2014-08-04,0.22,9.2
ROGERS,2014-08-05,0.21,8.3
ROGERS,2014-08-06,0.22,9.1
ROGERS,2014-08-07,0.19,11.8
ROGERS,2014-08-08,NA,9.7
ROGERS,2014-08-09,NA,10.1
ROGERS,2014-08-10,0.22,9.6
ROGERS,2014-08-11,0.24,9.0
ROGERS,2014-08-12,0.27,8.5
ROGERS,2014-08-13,0.26,8.5
ROGERS,2014-08-14,0.29,8.3
ROGERS,2014-08-15,NA,8.6
ROGERS,2014-08-16,NA,8.9
ROGERS,2014-08-17,0.32,8.9
ROGERS,2014-08-18,0.21,8.9
ROGERS,2014-08-19,0.19,9.0
ROGERS,2014-08-20,0.28,9.0
ROGERS,2014-08-21,0.36,9.1
ROGERS,2014-08-22,NA,9.1
ROGERS,2014-08-23,NA,8.4
ROGERS,2014-08-24,0.28,8.4
ROGERS,2014-08-25,0.21,9.1
ROGERS,2014-08-26,0.20,8.6
ROGERS,2014-08-27,0.19,8.7
ROGERS,2014-08-28,0.23,8.8
ROGERS,2014-08-29,NA,8.9
ROGERS,2014-08-30,NA,9.0
ROGERS,2014-08-31,NA,8.0
ROGERS,2014-09-01,0.29,10.3
ROGERS,2014-09-02,0.22,15.7
ROGERS,2014-09-03,0.21,11.9
ROGERS,2014-09-04,0.20,10.3
ROGERS,2014-09-05,NA,9.6
ROGERS,2014-09-06,NA,11.6
ROGERS,2014-09-07,0.22,9.4
ROGERS,2014-09-08,0.21,9.5
ROGERS,2014-09-09,0.20,9.8
ROGERS,2014-09-10,0.22,9.7
ROGERS,2014-09-11,0.27,9.4
ROGERS,2014-09-12,NA,9.8
ROGERS,2014-09-13,NA,8.7
ROGERS,2014-09-14,0.28,8.5
ROGERS,2014-09-15,0.21,9.4
ROGERS,2014-09-16,0.22,9.2
ROGERS,2014-09-17,0.24,13.4
ROGERS,2014-09-18,0.13,16.8
ROGERS,2014-09-19,NA,12.9
ROGERS,2014-09-20,NA,11.5
ROGERS,2014-09-21,0.19,12.4
ROGERS,2014-09-22,0.17,10.6
ROGERS,2014-09-23,0.17,10.0
ROGERS,2014-09-24,0.22,9.9
ROGERS,2014-09-25,0.22,9.6
ROGERS,2014-09-26,NA,9.4
ROGERS,2014-09-27,NA,9.3
ROGERS,2014-09-28,NA,9.5
ROGERS,2014-09-29,0.19,8.9
ROGERS,2014-09-30,0.13,9.1
ROGERS,2014-10-01,0.08,9.6
ROGERS,2014-10-02,0.08,10.8
ROGERS,2014-10-03,NA,9.6
ROGERS,2014-10-04,NA,9.4
ROGERS,2014-10-05,NA,9.3
ROGERS,2014-10-06,0.13,8.8
ROGERS,2014-10-07,0.12,8.8
ROGERS,2014-10-08,0.15,9.0
ROGERS,2014-10-09,0.14,12.0
ROGERS,2014-10-10,NA,25.2
ROGERS,2014-10-11,NA,19.4
ROGERS,2014-10-12,0.24,15.9
ROGERS,2014-10-13,0.14,27.2
ROGERS,2014-10-14,0.14,24.7
ROGERS,2014-10-15,0.12,15.8
ROGERS,2014-10-16,0.13,11.1
ROGERS,2014-10-17,NA,12.8
ROGERS,2014-10-18,NA,11.5
ROGERS,2014-10-19,0.12,10.9
ROGERS,2014-10-20,0.12,11.1
ROGERS,2014-10-21,0.13,11.5
ROGERS,2014-10-22,0.14,10.7
ROGERS,2014-10-23,0.12,11.5
ROGERS,2014-10-24,NA,10.4
ROGERS,2014-10-25,NA,9.9
ROGERS,2014-10-26,0.14,9.8
ROGERS,2014-10-27,0.12,10.5
ROGERS,2014-10-28,0.13,9.2
ROGERS,2014-10-29,0.14,10.7
ROGERS,2014-10-30,0.11,11.9
ROGERS,2014-10-31,NA,9.3
ROGERS,2014-11-01,NA,9.7
ROGERS,2014-11-02,0.10,9.4
ROGERS,2014-11-03,0.14,10.3
ROGERS,2014-11-04,0.09,13.3
ROGERS,2014-11-05,0.11,14.1
ROGERS,2014-11-06,0.10,11.8
ROGERS,2014-11-07,NA,12.4
ROGERS,2014-11-08,NA,10.2
ROGERS,2014-11-09,0.10,10.8
ROGERS,2014-11-10,NA,10.7
ROGERS,2014-11-11,0.11,10.2
ROGERS,2014-11-12,0.10,10.1
ROGERS,2014-11-13,0.11,9.4
ROGERS,2014-11-14,NA,9.9
ROGERS,2014-11-15,NA,10.0
ROGERS,2014-11-16,0.14,9.7
ROGERS,2014-11-17,0.11,9.8
ROGERS,2014-11-18,0.12,10.3
ROGERS,2014-11-19,0.12,10.2
ROGERS,2014-11-20,0.14,9.8
ROGERS,2014-11-21,NA,10.4
ROGERS,2014-11-22,NA,14.1
ROGERS,2014-11-23,0.12,13.7
ROGERS,2014-11-24,0.11,13.5
ROGERS,2014-11-25,0.12,12.6
ROGERS,2014-11-26,0.11,11.3
ROGERS,2014-11-27,NA,10.6
ROGERS,2014-11-28,NA,10.3
ROGERS,2014-11-29,NA,9.8
ROGERS,2014-11-30,0.10,10.1
ROGERS,2014-12-01,0.11,10.4
ROGERS,2014-12-02,0.15,10.2
ROGERS,2014-12-03,0.13,10.4
ROGERS,2014-12-04,0.14,10.7
ROGERS,2014-12-05,NA,12.0
ROGERS,2014-12-06,NA,12.9
ROGERS,2014-12-07,0.13,12.9
ROGERS,2014-12-08,0.13,13.1
ROGERS,2014-12-09,0.11,12.3
ROGERS,2014-12-10,0.12,10.8
ROGERS,2014-12-11,0.17,12.0
ROGERS,2014-12-12,NA,10.9
ROGERS,2014-12-13,NA,10.8
ROGERS,2014-12-14,0.15,12.4
ROGERS,2014-12-15,0.11,15.8
ROGERS,2014-12-16,0.09,15.7
ROGERS,2014-12-17,0.11,16.0
ROGERS,2014-12-18,0.08,16.2
ROGERS,2014-12-19,NA,16.0
ROGERS,2014-12-20,NA,16.3
ROGERS,2014-12-21,0.10,12.9
ROGERS,2014-12-22,0.09,13.1
ROGERS,2014-12-23,0.11,11.9
ROGERS,2014-12-24,0.11,12.6
ROGERS,2014-12-25,0.10,10.1
ROGERS,2014-12-26,NA,11.5
ROGERS,2014-12-27,NA,11.8
ROGERS,2014-12-28,0.10,10.8
ROGERS,2014-12-29,0.10,11.8
ROGERS,2014-12-30,0.11,10.9
ROGERS,2014-12-31,0.10,10.3
ROGERS,2015-01-01,0.10,9.7
ROGERS,2015-01-02,NA,11.0
ROGERS,2015-01-03,NA,13.4
ROGERS,2015-01-04,0.10,14.5
ROGERS,2015-01-05,0.12,14.1
ROGERS,2015-01-06,0.09,13.0
ROGERS,2015-01-07,0.11,12.1
ROGERS,2015-01-08,0.10,11.4
ROGERS,2015-01-09,NA,10.6
ROGERS,2015-01-10,NA,10.3
ROGERS,2015-01-11,0.11,10.5
ROGERS,2015-01-12,0.10,10.8
ROGERS,2015-01-13,0.17,10.2
ROGERS,2015-01-14,0.12,10.5
ROGERS,2015-01-15,0.11,10.6
ROGERS,2015-01-16,NA,10.9
ROGERS,2015-01-17,NA,10.7
ROGERS,2015-01-18,NA,10.1
ROGERS,2015-01-19,0.12,9.7
ROGERS,2015-01-20,0.12,10.2
ROGERS,2015-01-21,0.12,10.6
ROGERS,2015-01-22,0.12,9.9
ROGERS,2015-01-23,NA,9.6
ROGERS,2015-01-24,NA,9.8
ROGERS,2015-01-25,0.12,9.6
ROGERS,2015-01-26,0.18,9.9
ROGERS,2015-01-27,0.13,9.5
ROGERS,2015-01-28,0.12,9.8
ROGERS,2015-01-29,0.12,9.5
ROGERS,2015-01-30,NA,9.4
ROGERS,2015-01-31,NA,10.8
ROGERS,2015-02-01,0.10,11.9
ROGERS,2015-02-02,0.09,10.7
ROGERS,2015-02-03,0.10,10.3
ROGERS,2015-02-04,0.10,10.1
ROGERS,2015-02-05,0.09,9.4
ROGERS,2015-02-06,NA,9.7
ROGERS,2015-02-07,NA,10.0
ROGERS,2015-02-08,0.10,9.5
ROGERS,2015-02-09,0.11,8.6
ROGERS,2015-02-10,0.23,8.9
ROGERS,2015-02-11,0.11,8.8
ROGERS,2015-02-12,0.10,8.8
ROGERS,2015-02-13,NA,8.8
ROGERS,2015-02-14,NA,9.0
ROGERS,2015-02-15,NA,8.3
ROGERS,2015-02-16,0.10,8.6
ROGERS,2015-02-17,0.10,9.5
ROGERS,2015-02-18,0.09,8.8
ROGERS,2015-02-19,0.09,9.1
ROGERS,2015-02-20,NA,10.4
ROGERS,2015-02-21,NA,13.3
ROGERS,2015-02-22,0.09,15.4
ROGERS,2015-02-23,0.10,14.9
ROGERS,2015-02-24,0.11,12.5
ROGERS,2015-02-25,0.12,11.0
ROGERS,2015-02-26,0.11,10.2
ROGERS,2015-02-27,NA,9.5
ROGERS,2015-02-28,NA,9.8
ROGERS,2015-03-01,0.10,10.2
ROGERS,2015-03-02,0.10,10.8
ROGERS,2015-03-03,0.10,11.3
ROGERS,2015-03-04,NA,11.7
ROGERS,2015-03-05,0.08,13.7
ROGERS,2015-03-06,NA,14.5
ROGERS,2015-03-07,NA,12.8
ROGERS,2015-03-08,0.09,12.7
ROGERS,2015-03-09,0.10,14.3
ROGERS,2015-03-10,0.10,13.7
ROGERS,2015-03-11,0.09,14.8
ROGERS,2015-03-12,0.10,15.7
ROGERS,2015-03-13,NA,18.5
ROGERS,2015-03-14,NA,20.1
ROGERS,2015-03-15,0.09,19.4
ROGERS,2015-03-16,0.09,17.0
ROGERS,2015-03-17,0.10,14.2
ROGERS,2015-03-18,0.10,16.8
ROGERS,2015-03-19,0.09,16.4
ROGERS,2015-03-20,NA,15.5
ROGERS,2015-03-21,NA,15.0
ROGERS,2015-03-22,0.08,13.0
ROGERS,2015-03-23,0.08,13.0
ROGERS,2015-03-24,0.09,12.8
ROGERS,2015-03-25,0.09,18.3
ROGERS,2015-03-26,0.08,25.3
ROGERS,2015-03-27,NA,20.6
ROGERS,2015-03-28,NA,15.1
ROGERS,2015-03-29,0.08,14.0
ROGERS,2015-03-30,0.08,13.5
ROGERS,2015-03-31,0.11,13.3
ROGERS,2015-04-01,0.11,13.2
ROGERS,2015-04-02,0.11,12.7
ROGERS,2015-04-03,NA,12.4
ROGERS,2015-04-04,NA,11.0
ROGERS,2015-04-05,0.10,11.8
ROGERS,2015-04-06,0.10,12.0
ROGERS,2015-04-07,0.13,11.8
ROGERS,2015-04-08,0.12,11.6
ROGERS,2015-04-09,0.12,11.5
ROGERS,2015-04-10,NA,10.5
ROGERS,2015-04-11,NA,10.3
ROGERS,2015-04-12,0.14,10.3
ROGERS,2015-04-13,0.13,12.3
ROGERS,2015-04-14,0.13,11.6
ROGERS,2015-04-15,0.11,12.0
ROGERS,2015-04-16,0.14,10.9
ROGERS,2015-04-17,NA,12.0
ROGERS,2015-04-18,NA,13.8
ROGERS,2015-04-19,0.14,12.8
ROGERS,2015-04-20,0.11,12.4
ROGERS,2015-04-21,0.11,12.1
ROGERS,2015-04-22,0.11,11.9
ROGERS,2015-04-23,0.10,11.4
ROGERS,2015-04-24,NA,13.6
ROGERS,2015-04-25,NA,11.4
ROGERS,2015-04-26,0.10,11.2
ROGERS,2015-04-27,0.09,11.6
ROGERS,2015-04-28,0.11,10.9
ROGERS,2015-04-29,0.10,10.5
ROGERS,2015-04-30,0.11,10.1
ROGERS,2015-05-01,NA,9.6
ROGERS,2015-05-02,NA,9.4
ROGERS,2015-05-03,0.13,9.4
ROGERS,2015-05-04,0.13,9.9
ROGERS,2015-05-05,0.14,10.2
ROGERS,2015-05-06,0.14,13.2
ROGERS,2015-05-07,0.12,14.3
ROGERS,2015-05-08,NA,20.3
ROGERS,2015-05-09,NA,24.0
ROGERS,2015-05-10,0.82,24.4
ROGERS,2015-05-11,0.37,19.7
ROGERS,2015-05-12,0.16,31.7
ROGERS,2015-05-13,0.14,22.7
ROGERS,2015-05-14,0.24,16.1
ROGERS,2015-05-15,NA,13.7
ROGERS,2015-05-16,NA,14.1
ROGERS,2015-05-17,0.10,16.9
ROGERS,2015-05-18,0.10,17.7
ROGERS,2015-05-19,0.10,17.2
ROGERS,2015-05-20,0.09,18.7
ROGERS,2015-05-21,0.10,15.3
ROGERS,2015-05-22,NA,13.4
ROGERS,2015-05-23,NA,14.9
ROGERS,2015-05-24,NA,25.3
ROGERS,2015-05-25,0.08,26.9
ROGERS,2015-05-26,0.12,27.0
ROGERS,2015-05-27,0.20,17.4
ROGERS,2015-05-28,0.13,16.1
ROGERS,2015-05-29,NA,20.2
ROGERS,2015-05-30,NA,23.1
ROGERS,2015-05-31,0.10,22.0
ROGERS,2015-06-01,0.14,15.9
ROGERS,2015-06-02,0.18,15.2
ROGERS,2015-06-03,0.17,13.8
ROGERS,2015-06-04,0.16,13.4
ROGERS,2015-06-05,NA,12.4
ROGERS,2015-06-06,NA,12.2
ROGERS,2015-06-07,0.12,12.3
ROGERS,2015-06-08,0.15,12.5
ROGERS,2015-06-09,0.19,12.0
ROGERS,2015-06-10,0.18,11.7
ROGERS,2015-06-11,0.43,11.8
ROGERS,2015-06-12,NA,11.6
ROGERS,2015-06-13,NA,12.0
ROGERS,2015-06-14,0.13,12.7
ROGERS,2015-06-15,0.16,13.8
ROGERS,2015-06-16,0.18,17.1
ROGERS,2015-06-17,0.46,15.7
ROGERS,2015-06-18,0.28,23.7
ROGERS,2015-06-19,NA,30.5
ROGERS,2015-06-20,NA,27.6
ROGERS,2015-06-21,0.31,24.0
ROGERS,2015-06-22,0.20,16.4
ROGERS,2015-06-23,0.18,14.8
ROGERS,2015-06-24,0.15,14.2
ROGERS,2015-06-25,0.14,13.8
ROGERS,2015-06-26,NA,14.2
ROGERS,2015-06-27,NA,12.9
ROGERS,2015-06-28,0.12,12.2
ROGERS,2015-06-29,0.13,12.4
ROGERS,2015-06-30,0.11,12.5
ROGERS,2015-07-01,0.12,12.2
ROGERS,2015-07-02,NA,12.8
ROGERS,2015-07-03,NA,12.9
ROGERS,2015-07-04,NA,11.5
ROGERS,2015-07-05,0.17,11.7
ROGERS,2015-07-06,0.11,12.3
ROGERS,2015-07-07,0.13,18.9
ROGERS,2015-07-08,0.15,17.9
ROGERS,2015-07-09,0.09,23.9
ROGERS,2015-07-10,NA,23.3
ROGERS,2015-07-11,NA,17.4
ROGERS,2015-07-12,0.16,14.1
ROGERS,2015-07-13,0.14,13.9
ROGERS,2015-07-14,0.11,14.0
ROGERS,2015-07-15,0.13,13.2
ROGERS,2015-07-16,0.14,12.4
ROGERS,2015-07-17,NA,12.9
ROGERS,2015-07-18,NA,11.5
ROGERS,2015-07-19,0.14,11.3
ROGERS,2015-07-20,0.18,12.3
ROGERS,2015-07-21,0.19,12.7
ROGERS,2015-07-22,0.13,14.5
ROGERS,2015-07-23,0.12,13.6
ROGERS,2015-07-24,NA,12.5
ROGERS,2015-07-25,NA,11.6
ROGERS,2015-07-26,0.14,11.2
ROGERS,2015-07-27,0.21,10.9
ROGERS,2015-07-28,0.18,11.1
ROGERS,2015-07-29,0.24,10.4
ROGERS,2015-07-30,0.26,10.5
ROGERS,2015-07-31,NA,9.4
ROGERS,2015-08-01,NA,9.5
ROGERS,2015-08-02,0.22,9.3
ROGERS,2015-08-03,0.22,10.1
ROGERS,2015-08-04,0.15,9.7
ROGERS,2015-08-05,0.16,13.1
ROGERS,2015-08-06,0.15,11.9
ROGERS,2015-08-07,NA,11.0
ROGERS,2015-08-08,NA,10.5
ROGERS,2015-08-09,0.37,9.8
ROGERS,2015-08-10,0.32,10.5
ROGERS,2015-08-11,0.22,10.2
ROGERS,2015-08-12,0.27,10.2
ROGERS,2015-08-13,0.17,9.9
ROGERS,2015-08-14,NA,10.2
ROGERS,2015-08-15,NA,9.9
ROGERS,2015-08-16,0.24,9.7
ROGERS,2015-08-17,0.23,10.5
ROGERS,2015-08-18,0.24,11.7
ROGERS,2015-08-19,0.20,18.5
ROGERS,2015-08-20,0.12,14.7
ROGERS,2015-08-21,NA,12.7
ROGERS,2015-08-22,NA,12.3
ROGERS,2015-08-23,NA,13.4
ROGERS,2015-08-24,0.19,14.0
ROGERS,2015-08-25,0.26,13.5
ROGERS,2015-08-26,0.18,11.9
ROGERS,2015-08-27,0.20,11.8
ROGERS,2015-08-28,NA,11.5
ROGERS,2015-08-29,NA,10.3
ROGERS,2015-08-30,0.32,10.9
ROGERS,2015-08-31,0.50,10.6
ROGERS,2015-09-01,0.16,11.0
ROGERS,2015-09-02,0.43,10.9
ROGERS,2015-09-03,0.60,10.2
ROGERS,2015-09-04,NA,11.0
ROGERS,2015-09-05,NA,10.4
ROGERS,2015-09-06,NA,9.8
ROGERS,2015-09-07,0.83,9.4
ROGERS,2015-09-08,0.79,11.3
ROGERS,2015-09-09,1.02,12.7
ROGERS,2015-09-10,1.25,13.2
ROGERS,2015-09-11,NA,13.6
ROGERS,2015-09-12,NA,13.1
ROGERS,2015-09-13,0.24,11.1
ROGERS,2015-09-14,0.35,9.5
ROGERS,2015-09-15,0.28,9.4
ROGERS,2015-09-16,0.22,10.3
ROGERS,2015-09-17,0.24,9.8
ROGERS,2015-09-18,NA,9.9
ROGERS,2015-09-19,NA,9.1
ROGERS,2015-09-20,0.36,9.2
ROGERS,2015-09-21,0.33,9.5
ROGERS,2015-09-22,0.32,9.3
ROGERS,2015-09-23,0.37,9.1
ROGERS,2015-09-24,0.45,9.8
ROGERS,2015-09-25,NA,9.1
ROGERS,2015-09-26,NA,9.1
ROGERS,2015-09-27,0.21,8.7
ROGERS,2015-09-28,0.24,9.3
ROGERS,2015-09-29,0.24,9.2
ROGERS,2015-09-30,0.21,9.7
ROGERS,2015-10-01,0.21,9.1
ROGERS,2015-10-02,NA,9.0
ROGERS,2015-10-03,NA,8.6
ROGERS,2015-10-04,NA,8.8
ROGERS,2015-10-05,0.16,9.6
ROGERS,2015-10-06,0.19,9.5
ROGERS,2015-10-07,0.19,9.2
ROGERS,2015-10-08,0.20,9.5
ROGERS,2015-10-09,NA,8.9
ROGERS,2015-10-10,NA,8.1
ROGERS,2015-10-11,0.18,8.5
ROGERS,2015-10-12,0.18,9.2
ROGERS,2015-10-13,0.17,8.4
ROGERS,2015-10-14,0.16,10.1
ROGERS,2015-10-15,0.19,10.8
ROGERS,2015-10-16,NA,12.8
ROGERS,2015-10-17,NA,10.8
ROGERS,2015-10-18,0.18,10.2
ROGERS,2015-10-19,0.20,10.7
ROGERS,2015-10-20,0.16,11.1
ROGERS,2015-10-21,0.14,10.9
ROGERS,2015-10-22,0.14,12.8
ROGERS,2015-10-23,NA,14.2
ROGERS,2015-10-24,NA,12.6
ROGERS,2015-10-25,NA,11.2
ROGERS,2015-10-26,0.14,11.5
ROGERS,2015-10-27,0.18,12.2
ROGERS,2015-10-28,0.16,14.3
ROGERS,2015-10-29,0.14,12.8
ROGERS,2015-10-30,NA,13.2
ROGERS,2015-10-31,NA,15.4
ROGERS,2015-11-01,0.08,13.2
ROGERS,2015-11-02,0.10,12.4
ROGERS,2015-11-03,0.13,11.8
ROGERS,2015-11-04,0.14,11.5
ROGERS,2015-11-05,0.15,13.8
ROGERS,2015-11-06,NA,13.7
ROGERS,2015-11-07,NA,11.7
ROGERS,2015-11-08,0.15,11.3
ROGERS,2015-11-09,0.13,11.7
ROGERS,2015-11-10,NA,11.9
ROGERS,2015-11-11,0.18,11.8
ROGERS,2015-11-12,0.12,11.4
ROGERS,2015-11-13,NA,11.0
ROGERS,2015-11-14,NA,11.0
ROGERS,2015-11-15,0.11,12.1
ROGERS,2015-11-16,0.13,15.2
ROGERS,2015-11-17,0.11,27.1
ROGERS,2015-11-18,0.11,26.6
ROGERS,2015-11-19,0.11,18.4
ROGERS,2015-11-20,NA,15.3
ROGERS,2015-11-21,NA,13.5
ROGERS,2015-11-22,0.08,13.0
ROGERS,2015-11-23,0.08,13.0
ROGERS,2015-11-24,0.10,12.9
ROGERS,2015-11-25,0.14,11.7
ROGERS,2015-11-26,NA,11.3
ROGERS,2015-11-27,NA,28.5
ROGERS,2015-11-28,NA,29.4
ROGERS,2015-11-29,0.11,29.0
ROGERS,2015-11-30,0.17,27.5
ROGERS,2015-12-01,0.11,20.0
ROGERS,2015-12-02,0.08,17.0
ROGERS,2015-12-03,0.08,16.0
ROGERS,2015-12-04,NA,14.7
ROGERS,2015-12-05,NA,14.2
ROGERS,2015-12-06,0.10,13.2
ROGERS,2015-12-07,0.09,14.4
ROGERS,2015-12-08,0.11,13.8
ROGERS,2015-12-09,0.10,13.9
ROGERS,2015-12-10,0.11,13.2
ROGERS,2015-12-11,NA,13.4
ROGERS,2015-12-12,NA,16.0
ROGERS,2015-12-13,0.08,26.0
ROGERS,2015-12-14,0.08,27.5
ROGERS,2015-12-15,0.10,26.5
ROGERS,2015-12-16,0.10,24.6
ROGERS,2015-12-17,0.09,20.7
ROGERS,2015-12-18,NA,15.4
ROGERS,2015-12-19,NA,15.8
ROGERS,2015-12-20,0.08,15.0
ROGERS,2015-12-21,0.09,14.0
ROGERS,2015-12-22,0.11,15.5
ROGERS,2015-12-23,0.19,17.5
ROGERS,2015-12-24,NA,16.0
ROGERS,2015-12-25,NA,12.2
ROGERS,2015-12-26,NA,28.8
ROGERS,2015-12-27,0.29,46.7
ROGERS,2015-12-28,0.37,46.2
ROGERS,2015-12-29,0.79,32.3
ROGERS,2015-12-30,0.42,24.3
ROGERS,2015-12-31,NA,23.7
ROGERS,2016-01-01,NA,23.1
ROGERS,2016-01-02,NA,22.1
ROGERS,2016-01-03,0.10,22.6
ROGERS,2016-01-04,0.15,20.8
ROGERS,2016-01-05,0.11,17.5
ROGERS,2016-01-06,0.09,17.5
ROGERS,2016-01-07,0.08,18.1
ROGERS,2016-01-08,NA,19.6
ROGERS,2016-01-09,NA,19.4
ROGERS,2016-01-10,0.08,18.2
ROGERS,2016-01-11,0.07,17.7
ROGERS,2016-01-12,0.09,16.3
ROGERS,2016-01-13,0.09,16.0
ROGERS,2016-01-14,0.09,16.1
ROGERS,2016-01-15,NA,16.4
ROGERS,2016-01-16,NA,15.2
ROGERS,2016-01-17,NA,13.9
ROGERS,2016-01-18,0.07,14.7
ROGERS,2016-01-19,0.08,14.8
ROGERS,2016-01-20,0.08,14.4
ROGERS,2016-01-21,0.08,14.6
ROGERS,2016-01-22,NA,14.2
ROGERS,2016-01-23,NA,13.8
ROGERS,2016-01-24,0.07,14.1
ROGERS,2016-01-25,0.17,14.2
ROGERS,2016-01-26,0.09,14.3
ROGERS,2016-01-27,0.09,13.8
ROGERS,2016-01-28,0.09,13.6
ROGERS,2016-01-29,NA,13.7
ROGERS,2016-01-30,NA,13.6
ROGERS,2016-01-31,0.12,12.8
ROGERS,2016-02-01,0.10,13.0
ROGERS,2016-02-02,0.10,14.0
ROGERS,2016-02-03,0.08,12.7
ROGERS,2016-02-04,0.09,12.7
ROGERS,2016-02-05,NA,12.2
ROGERS,2016-02-06,NA,12.4
ROGERS,2016-02-07,0.10,12.6
ROGERS,2016-02-08,0.10,12.7
ROGERS,2016-02-09,0.09,12.4
ROGERS,2016-02-10,0.09,12.3
ROGERS,2016-02-11,0.10,12.1
ROGERS,2016-02-12,NA,12.1
ROGERS,2016-02-13,NA,12.5
ROGERS,2016-02-14,NA,12.0
ROGERS,2016-02-15,0.12,12.3
ROGERS,2016-02-16,0.11,12.2
ROGERS,2016-02-17,0.12,12.2
ROGERS,2016-02-18,0.12,11.7
ROGERS,2016-02-19,NA,12.2
ROGERS,2016-02-20,NA,11.4
ROGERS,2016-02-21,0.24,11.3
ROGERS,2016-02-22,0.16,11.8
ROGERS,2016-02-23,0.12,13.0
ROGERS,2016-02-24,0.11,12.7
ROGERS,2016-02-25,0.10,12.2
ROGERS,2016-02-26,NA,11.2
ROGERS,2016-02-27,NA,11.5
ROGERS,2016-02-28,0.14,11.2
ROGERS,2016-02-29,0.15,12.2
